date,VOO
2020-08-27,0.0020035238945814
2020-08-28,0.0064985108315442
2020-08-31,-0.0035078738474607
2020-09-01,0.0093455038912055
2020-09-02,0.0145669448146787
2020-09-03,-0.034616852098972
2020-09-04,-0.008003692560777
2020-09-08,-0.0274758108310847
2020-09-09,0.0197273806339695
2020-09-10,-0.0174883937173248
2020-09-11,0.0007501336968558
2020-09-14,0.0129972303346936
2020-09-15,0.0051455579920012
2020-09-16,-0.0040313552691954
2020-09-17,-0.0087371568335411
2020-09-18,-0.0116335155880076
2020-09-21,-0.0108527554473979
2020-09-22,0.0101099994399258
2020-09-23,-0.0231673944610785
2020-09-24,0.0027546267069065
2020-09-25,0.0160134641911149
2020-09-28,0.0167503232330921
2020-09-29,-0.0057028747256293
2020-09-30,0.0076973121731831
2020-10-01,0.0063385699364593
2020-10-02,-0.0093024783359029
2020-10-05,0.0174754423688663
2020-10-06,-0.013970767950215
2020-10-07,0.0171581801755296
2020-10-08,0.0088499105538424
2020-10-09,0.0088986662804004
2020-10-12,0.0161343561441265
2020-10-13,-0.0063945876257808
2020-10-14,-0.0062487476247344
2020-10-15,-0.0011889094662124
2020-10-16,-0.0008460081538379
2020-10-19,-0.0151100087714635
2020-10-20,0.0039468868098773
2020-10-21,-0.0018069664605477
2020-10-22,0.0054947777362248
2020-10-23,0.0034113231740642
2020-10-26,-0.0184163447079453
2020-10-27,-0.0033033263661593
2020-10-28,-0.0344305992646952
2020-10-29,0.0105310328880234
2020-10-30,-0.0112458270510636
2020-11-02,0.0116406235846351
2020-11-03,0.0176387110807689
2020-11-04,0.0225163917116912
2020-11-05,0.0195812190385282
2020-11-06,-0.0001244368050927
2020-11-09,0.0124630374635366
2020-11-10,-0.0012891892433222
2020-11-11,0.0070386122959487
2020-11-12,-0.009248188882865
2020-11-13,0.0135860861792855
2020-11-16,0.0121273228977487
2020-11-17,-0.0049850625164296
2020-11-18,-0.0121326062192801
2020-11-19,0.004185580112398
2020-11-20,-0.0066930972616674
2020-11-23,0.0059113288499264
2020-11-24,0.0161987439635158
2020-11-25,-0.0016479797709143
2020-11-27,0.0028513990195202
2020-11-30,-0.0044894965723393
2020-12-01,0.0110028848893886
2020-12-02,0.0021113128075673
2020-12-03,-0.0002967968543464
2020-12-04,0.0086078945842087
2020-12-07,-0.0018539253782607
2020-12-08,0.0028891210098087
2020-12-09,-0.0088782170306992
2020-12-10,-0.0004743971428108
2020-12-11,-0.0012760450094089
2020-12-14,-0.0045760323135843
2020-12-15,0.0138207662262217
2020-12-16,0.0015308072770392
2020-12-17,0.0054386296643427
2020-12-18,-0.0040058007364708
2020-12-21,-0.0030823799138738
2020-12-22,-0.0019721632488095
2020-12-23,0.0007999619270502
2020-12-24,0.0039961242720927
2020-12-28,0.0086981275611262
2020-12-29,-0.002104606908159
2020-12-30,0.0013473813987934
2020-12-31,0.005382756075321
2021-01-04,-0.0135588925887055
2021-01-05,0.0065774425166997
2021-01-06,0.006065864837615
2021-01-07,0.0149416069663705
